Category,Subcategory,Calculator,Suggested Slug,US_Focus
Pay & Compensation (U.S.),Compensation Math,Pedicure Tip Calculator,pedicure-tip,False
Pay & Compensation (U.S.),Compensation Math,Per Diem Calculator,per-diem,False
Pay & Compensation (U.S.),Compensation Math,Percent Salary Increase Calculator,percent-salary-increase,False
Pay & Compensation (U.S.),Compensation Math,Percentage Salary Calculator,percentage-salary,False
Pay & Compensation (U.S.),Compensation Math,Prorate Salary Calculator,prorate-salary,False
Pay & Compensation (U.S.),Compensation Math,Prorated Pto Calculator,prorated-pto,False
Pay & Compensation (U.S.),Compensation Math,Reduced Salary Calculator,reduced-salary,False
Pay & Compensation (U.S.),Compensation Math,Restaurant Owner Salary Calculator,restaurant-owner-salary,False
Pay & Compensation (U.S.),Compensation Math,Salary Back Pay Calculator,salary-back-pay,False
Pay & Compensation (U.S.),Compensation Math,Salary Break Up Calculator,salary-break-up,False
Pay & Compensation (U.S.),Compensation Math,Salary Compression Calculator,salary-compression,False
Pay & Compensation (U.S.),Compensation Math,Salary Counter Offer Calculator,salary-counter-offer,False
Pay & Compensation (U.S.),Compensation Math,Salary Cut Calculator,salary-cut,False
Pay & Compensation (U.S.),Compensation Math,Salary Depreciation Calculator,salary-depreciation,False
Pay & Compensation (U.S.),Compensation Math,Salary Discount Calculator,salary-discount,False
Pay & Compensation (U.S.),Compensation Math,Salary Incentive Calculator,salary-incentive,False
Pay & Compensation (U.S.),Compensation Math,Salary Inflation Calculator,salary-inflation,False
Pay & Compensation (U.S.),Compensation Math,Salary Match Calculator,salary-match,False
Pay & Compensation (U.S.),Compensation Math,Salary Per Minute Calculator,salary-per-minute,False
Pay & Compensation (U.S.),Compensation Math,Salary Range Penetration Calculator,salary-range-penetration,False
Pay & Compensation (U.S.),Compensation Math,Salary Range Percentile Calculator,salary-range-percentile,False
Pay & Compensation (U.S.),Compensation Math,Salary Ratio Calculator,salary-ratio,False
Pay & Compensation (U.S.),Compensation Math,Seasonal Salary Calculator,seasonal-salary,False
Pay & Compensation (U.S.),Compensation Math,Self-employment & FICA tax (Schedule SE),self-employment-and-fica-tax-schedule-se,True
Pay & Compensation (U.S.),Compensation Math,Split Salary Calculator,split-salary,False
Pay & Compensation (U.S.),Compensation Math,Tattoo Tip Calculator,tattoo-tip,False
Pay & Compensation (U.S.),Compensation Math,Tip allocation (FICA) calculator,tip-allocation-fica-calculator,True
Pay & Compensation (U.S.),Compensation Math,Weighted Salary Calculator,weighted-salary,False
Pay & Compensation (U.S.),Gross‑up,Gross-up (net → gross),gross-up-net-gross,True
Pay & Compensation (U.S.),Gross‑up,Relocation / severance tax gross-up,relocation-severance-tax-gross-up,True
Pay & Compensation (U.S.),Paychecks,Gross Up Paycheck Calculator,gross-up-paycheck,False
Pay & Compensation (U.S.),Paychecks,Paycheck (50-state) net pay,paycheck-50-state-net-pay,True
Pay & Compensation (U.S.),Paychecks,Prorated Paycheck Calculator,prorated-paycheck,False
Pay & Compensation (U.S.),Withholding,RSU/ESPP take-home (withholding & net shares),rsu-espp-take-home-withholding-and-net-shares,True
Pay & Compensation (U.S.),Withholding,W-4 withholding estimator (what-if),w-4-withholding-estimator-what-if,True
Prices & Unit Economics,Unit Pricing,Aluminum Cost Per Pound Calculator,aluminum-cost-per-pound,False
Prices & Unit Economics,Unit Pricing,Asphalt Cost Per Square Foot Calculator,asphalt-cost-per-square-foot,False
Prices & Unit Economics,Unit Pricing,Average Groceries Cost Per Month Calculator,average-groceries-cost-per-month,False
Prices & Unit Economics,Unit Pricing,Build Cost Per Square Foot Calculator,build-cost-per-square-foot,False
Prices & Unit Economics,Unit Pricing,CPO (Cost Per Order) Calculator,cpo-cost-per-order,False
Prices & Unit Economics,Unit Pricing,CPS (cost per sale) Calculator,cps-cost-per-sale,False
Prices & Unit Economics,Unit Pricing,Coffee Cost Per Cup Calculator,coffee-cost-per-cup,False
Prices & Unit Economics,Unit Pricing,Corn Cost Per Acre Calculator,corn-cost-per-acre,False
Prices & Unit Economics,Unit Pricing,Cost Per 100 Calories Calculator,cost-per-100-calories,False
Prices & Unit Economics,Unit Pricing,Cost Per 100 Miles Calculator,cost-per-100-miles,False
Prices & Unit Economics,Unit Pricing,Cost Per 100 Square Foot Calculator,cost-per-100-square-foot,False
Prices & Unit Economics,Unit Pricing,Cost Per 1000 Bricks Calculator,cost-per-1000-bricks,False
Prices & Unit Economics,Unit Pricing,Cost Per 100G Calculator,cost-per-100g,False
Prices & Unit Economics,Unit Pricing,Cost Per 100Ml Calculator,cost-per-100ml,False
Prices & Unit Economics,Unit Pricing,Cost Per Acre Calculator,cost-per-acre,False
Prices & Unit Economics,Unit Pricing,Cost Per Adjusted Admission Calculator,cost-per-adjusted-admission,False
Prices & Unit Economics,Unit Pricing,Cost Per BTU Calculator,cost-per-btu,False
Prices & Unit Economics,Unit Pricing,Cost Per Bit Calculator,cost-per-bit,False
Prices & Unit Economics,Unit Pricing,Cost Per Bitcoin Calculator,cost-per-bitcoin,False
Prices & Unit Economics,Unit Pricing,Cost Per Board Foot Calculator,cost-per-board-foot,False
Prices & Unit Economics,Unit Pricing,Cost Per Brick Calculator,cost-per-brick,False
Prices & Unit Economics,Unit Pricing,Cost Per Bullet Calculator,cost-per-bullet,False
Prices & Unit Economics,Unit Pricing,Cost Per Bushel of Corn Calculator,cost-per-bushel-of-corn,False
Prices & Unit Economics,Unit Pricing,Cost Per Call Calculator,cost-per-call,False
Prices & Unit Economics,Unit Pricing,Cost Per Can Calculator,cost-per-can,False
Prices & Unit Economics,Unit Pricing,Cost Per Capita Calculator,cost-per-capita,False
Prices & Unit Economics,Unit Pricing,Cost Per Cfm Calculator,cost-per-cfm,False
Prices & Unit Economics,Unit Pricing,Cost Per Claim Calculator,cost-per-claim,False
Prices & Unit Economics,Unit Pricing,Cost Per Click Calculator,cost-per-click,False
Prices & Unit Economics,Unit Pricing,Cost Per Completed View Calculator,cost-per-completed-view,False
Prices & Unit Economics,Unit Pricing,Cost Per Component Calculator,cost-per-component,False
Prices & Unit Economics,Unit Pricing,Cost Per Contact Calculator,cost-per-contact,False
Prices & Unit Economics,Unit Pricing,Cost Per Conversion Calculator,cost-per-conversion,False
Prices & Unit Economics,Unit Pricing,Cost Per Copy Calculator,cost-per-copy,False
Prices & Unit Economics,Unit Pricing,Cost Per Credit Hour Calculator,cost-per-credit-hour,False
Prices & Unit Economics,Unit Pricing,Cost Per Cwt Calculator,cost-per-cwt,False
Prices & Unit Economics,Unit Pricing,Cost Per Day Calculator,cost-per-day,False
Prices & Unit Economics,Unit Pricing,Cost Per Day To Cost Per Month Calculator,cost-per-day-to-cost-per-month,False
Prices & Unit Economics,Unit Pricing,Cost Per Diaper Calculator,cost-per-diaper,False
Prices & Unit Economics,Unit Pricing,Cost Per Dollar Raised Calculator,cost-per-dollar-raised,False
Prices & Unit Economics,Unit Pricing,Cost Per Dose Calculator,cost-per-dose,False
Prices & Unit Economics,Unit Pricing,Cost Per Egg Calculator,cost-per-egg,False
Prices & Unit Economics,Unit Pricing,Cost Per Employee Calculator,cost-per-employee,False
Prices & Unit Economics,Unit Pricing,Cost Per Engagement (CPE) Calculator,cost-per-engagement-cpe,False
Prices & Unit Economics,Unit Pricing,Cost Per Equivalent Unit Calculator,cost-per-equivalent-unit,False
Prices & Unit Economics,Unit Pricing,Cost Per Follower Calculator,cost-per-follower,False
Prices & Unit Economics,Unit Pricing,Cost Per Gallon Calculator,cost-per-gallon,False
Prices & Unit Economics,Unit Pricing,Cost Per Gram of Silver Calculator,cost-per-gram-of-silver,False
Prices & Unit Economics,Unit Pricing,Cost Per Hour Calculator,cost-per-hour,False
Prices & Unit Economics,Unit Pricing,Cost Per Hour To Cost Per Month Calculator,cost-per-hour-to-cost-per-month,False
Prices & Unit Economics,Unit Pricing,Cost Per Hour To Cost Per Year Calculator,cost-per-hour-to-cost-per-year,False
Prices & Unit Economics,Unit Pricing,Cost Per Hp Calculator,cost-per-hp,False
Prices & Unit Economics,Unit Pricing,Cost Per Hundred Calculator,cost-per-hundred,False
Prices & Unit Economics,Unit Pricing,Cost Per Impression Calculator,cost-per-impression,False
Prices & Unit Economics,Unit Pricing,Cost Per Ingredient Calculator,cost-per-ingredient,False
Prices & Unit Economics,Unit Pricing,Cost Per Item Calculator,cost-per-item,False
Prices & Unit Economics,Unit Pricing,Cost Per Jolly Rancher Calculator,cost-per-jolly-rancher,False
Prices & Unit Economics,Unit Pricing,Cost Per Joule Calculator,cost-per-joule,False
Prices & Unit Economics,Unit Pricing,Cost Per Lead (CPL) Calculator,cost-per-lead-cpl,False
Prices & Unit Economics,Unit Pricing,Cost Per Like Calculator,cost-per-like,False
Prices & Unit Economics,Unit Pricing,Cost Per Line of Code Calculator,cost-per-line-of-code,False
Prices & Unit Economics,Unit Pricing,Cost Per Linear Foot Calculator,cost-per-linear-foot,False
Prices & Unit Economics,Unit Pricing,Cost Per Linear Yard Calculator,cost-per-linear-yard,False
Prices & Unit Economics,Unit Pricing,Cost Per Load Calculator,cost-per-load,False
Prices & Unit Economics,Unit Pricing,Cost Per M2 Calculator,cost-per-m2,False
Prices & Unit Economics,Unit Pricing,Cost Per Minute Calculator,cost-per-minute,False
Prices & Unit Economics,Unit Pricing,Cost Per Minute To Cost Per Hour Calculator,cost-per-minute-to-cost-per-hour,False
Prices & Unit Economics,Unit Pricing,Cost Per Minute To Cost Per Week Calculator,cost-per-minute-to-cost-per-week,False
Prices & Unit Economics,Unit Pricing,Cost Per Month To Cost Per Year Calculator,cost-per-month-to-cost-per-year,False
Prices & Unit Economics,Unit Pricing,Cost Per Night Calculator,cost-per-night,False
Prices & Unit Economics,Unit Pricing,Cost Per Nut Calculator,cost-per-nut,False
Prices & Unit Economics,Unit Pricing,Cost Per Occupied Room Calculator,cost-per-occupied-room,False
Prices & Unit Economics,Unit Pricing,Cost Per Ounce Calculator,cost-per-ounce,False
Prices & Unit Economics,Unit Pricing,Cost Per Outlet Calculator,cost-per-outlet,False
Prices & Unit Economics,Unit Pricing,Cost Per Page Calculator,cost-per-page,False
Prices & Unit Economics,Unit Pricing,Cost Per Patient Calculator,cost-per-patient,False
Prices & Unit Economics,Unit Pricing,Cost Per Pill Calculator,cost-per-pill,False
Prices & Unit Economics,Unit Pricing,Cost Per Point Calculator,cost-per-point,False
Prices & Unit Economics,Unit Pricing,Cost Per Portion Calculator,cost-per-portion,False
Prices & Unit Economics,Unit Pricing,Cost Per Pound Calculator,cost-per-pound,False
Prices & Unit Economics,Unit Pricing,Cost Per Pound of Copper Calculator,cost-per-pound-of-copper,False
Prices & Unit Economics,Unit Pricing,Cost Per Pound of Steel Calculator,cost-per-pound-of-steel,False
Prices & Unit Economics,Unit Pricing,Cost Per Quantity Calculator,cost-per-quantity,False
Prices & Unit Economics,Unit Pricing,Cost Per Reach Calculator,cost-per-reach,False
Prices & Unit Economics,Unit Pricing,Cost Per Reportable Test Calculator,cost-per-reportable-test,False
Prices & Unit Economics,Unit Pricing,Cost Per Result Calculator,cost-per-result,False
Prices & Unit Economics,Unit Pricing,Cost Per Round Calculator,cost-per-round,False
Prices & Unit Economics,Unit Pricing,Cost Per Second Calculator,cost-per-second,False
Prices & Unit Economics,Unit Pricing,Cost Per Second To Cost Per Hour Calculator,cost-per-second-to-cost-per-hour,False
Prices & Unit Economics,Unit Pricing,Cost Per Second To Cost Per Minute Calculator,cost-per-second-to-cost-per-minute,False
Prices & Unit Economics,Unit Pricing,Cost Per Serving Calculator,cost-per-serving,False
Prices & Unit Economics,Unit Pricing,Cost Per Session Calculator,cost-per-session,False
Prices & Unit Economics,Unit Pricing,Cost Per Share Calculator,cost-per-share,False
Prices & Unit Economics,Unit Pricing,Cost Per Sheet Calculator,cost-per-sheet,False
Prices & Unit Economics,Unit Pricing,Cost Per Shot Calculator,cost-per-shot,False
Prices & Unit Economics,Unit Pricing,Cost Per Square Cm Calculator,cost-per-square-cm,False
Prices & Unit Economics,Unit Pricing,Cost Per Square Foot Calculator,cost-per-square-foot,False
Prices & Unit Economics,Unit Pricing,Cost Per Square Inch Calculator,cost-per-square-inch,False
Prices & Unit Economics,Unit Pricing,Cost Per Student Calculator,cost-per-student,False
Prices & Unit Economics,Unit Pricing,Cost Per Tarp Calculator,cost-per-tarp,False
Prices & Unit Economics,Unit Pricing,Cost Per Tb Calculator,cost-per-tb,False
Prices & Unit Economics,Unit Pricing,Cost Per Test Calculator,cost-per-test,False
Prices & Unit Economics,Unit Pricing,Cost Per Therm Calculator,cost-per-therm,False
Prices & Unit Economics,Unit Pricing,Cost Per Ticket Calculator,cost-per-ticket,False
Prices & Unit Economics,Unit Pricing,Cost Per Ton Calculator,cost-per-ton,False
Prices & Unit Economics,Unit Pricing,Cost Per Transaction Calculator,cost-per-transaction,False
Prices & Unit Economics,Unit Pricing,Cost Per Trip Calculator,cost-per-trip,False
Prices & Unit Economics,Unit Pricing,Cost Per Unit Botox Calculator,cost-per-unit-botox,False
Prices & Unit Economics,Unit Pricing,Cost Per Unit Calculator,cost-per-unit,False
Prices & Unit Economics,Unit Pricing,Cost Per Use Calculator,cost-per-use,False
Prices & Unit Economics,Unit Pricing,Cost Per User Calculator,cost-per-user,False
Prices & Unit Economics,Unit Pricing,Cost Per Value Calculator,cost-per-value,False
Prices & Unit Economics,Unit Pricing,Cost Per View Calculator,cost-per-view,False
Prices & Unit Economics,Unit Pricing,Cost Per Visit Calculator,cost-per-visit,False
Prices & Unit Economics,Unit Pricing,Cost Per Watt Calculator,cost-per-watt,False
Prices & Unit Economics,Unit Pricing,Cost Per Watt Hour Calculator,cost-per-watt-hour,False
Prices & Unit Economics,Unit Pricing,Cost Per Wear Calculator,cost-per-wear,False
Prices & Unit Economics,Unit Pricing,Cost Per Week To Cost Per Month Calculator,cost-per-week-to-cost-per-month,False
Prices & Unit Economics,Unit Pricing,Cost Per Week To Cost Per Year Calculator,cost-per-week-to-cost-per-year,False
Prices & Unit Economics,Unit Pricing,Cost Per Window Calculator,cost-per-window,False
Prices & Unit Economics,Unit Pricing,Cost Per Window Replacement Calculator,cost-per-window-replacement,False
Prices & Unit Economics,Unit Pricing,Cost Per Year Calculator,cost-per-year,False
Prices & Unit Economics,Unit Pricing,Depreciation Cost Per Mile Calculator,depreciation-cost-per-mile,False
Prices & Unit Economics,Unit Pricing,Diamond Cost Per Carat Calculator,diamond-cost-per-carat,False
Prices & Unit Economics,Unit Pricing,Fixed Cost Per Month Calculator,fixed-cost-per-month,False
Prices & Unit Economics,Unit Pricing,Food Cost Per Meal Calculator,food-cost-per-meal,False
Prices & Unit Economics,Unit Pricing,Gold Cost Per Pound Calculator,gold-cost-per-pound,False
Prices & Unit Economics,Unit Pricing,Implied Price Per Share Calculator,implied-price-per-share,False
Prices & Unit Economics,Unit Pricing,Instagram Cost Per Impression Calculator,instagram-cost-per-impression,False
Prices & Unit Economics,Unit Pricing,Labor Cost Per Meal Calculator,labor-cost-per-meal,False
Prices & Unit Economics,Unit Pricing,Labor Cost Per Unit Calculator,labor-cost-per-unit,False
Prices & Unit Economics,Unit Pricing,Operating Cost Per Mile Calculator,operating-cost-per-mile,False
Prices & Unit Economics,Unit Pricing,Pole Barn Cost Per Square Foot Calculator,pole-barn-cost-per-square-foot,False
Prices & Unit Economics,Unit Pricing,Price Per 100 Ml Calculator,price-per-100-ml,False
Prices & Unit Economics,Unit Pricing,Price Per 100G Calculator,price-per-100g,False
Prices & Unit Economics,Unit Pricing,Price Per Btu Calculator,price-per-btu,False
Prices & Unit Economics,Unit Pricing,Price Per Copy Calculator,price-per-copy,False
Prices & Unit Economics,Unit Pricing,Price Per Cup Calculator,price-per-cup,False
Prices & Unit Economics,Unit Pricing,Price Per Cwt Calculator,price-per-cwt,False
Prices & Unit Economics,Unit Pricing,Price Per Drop Calculator,price-per-drop,False
Prices & Unit Economics,Unit Pricing,Price Per Frame Calculator,price-per-frame,False
Prices & Unit Economics,Unit Pricing,Price Per Gigabyte Calculator,price-per-gigabyte,False
Prices & Unit Economics,Unit Pricing,Price Per Gram Calculator,price-per-gram,False
Prices & Unit Economics,Unit Pricing,Price Per Gram to Price Per Kg Calculator,price-per-gram-to-price-per-kg,False
Prices & Unit Economics,Unit Pricing,Price Per Gram to Price Per Lb Calculator,price-per-gram-to-price-per-lb,False
Prices & Unit Economics,Unit Pricing,Price Per Gram to Price Per Mg Calculator,price-per-gram-to-price-per-mg,False
Prices & Unit Economics,Unit Pricing,Price Per Gram to Price Per Ounce Calculator,price-per-gram-to-price-per-ounce,False
Prices & Unit Economics,Unit Pricing,Price Per Hour Calculator,price-per-hour,False
Prices & Unit Economics,Unit Pricing,Price Per Image Calculator,price-per-image,False
Prices & Unit Economics,Unit Pricing,Price Per Inch Calculator,price-per-inch,False
Prices & Unit Economics,Unit Pricing,Price Per Kg to Price Per Gram Calculator,price-per-kg-to-price-per-gram,False
Prices & Unit Economics,Unit Pricing,Price Per Kg to Price Per Lb Calculator,price-per-kg-to-price-per-lb,False
Prices & Unit Economics,Unit Pricing,Price Per Kg to Price Per Mg Calculator,price-per-kg-to-price-per-mg,False
Prices & Unit Economics,Unit Pricing,Price Per Kg to Price Per Ounce Calculator,price-per-kg-to-price-per-ounce,False
Prices & Unit Economics,Unit Pricing,Price Per Kilometer Calculator,price-per-kilometer,False
Prices & Unit Economics,Unit Pricing,Price Per Lb to Price Per Gram Calculator,price-per-lb-to-price-per-gram,False
Prices & Unit Economics,Unit Pricing,Price Per Lb to Price Per Kg Calculator,price-per-lb-to-price-per-kg,False
Prices & Unit Economics,Unit Pricing,Price Per Lb to Price Per Ounce Calculator,price-per-lb-to-price-per-ounce,False
Prices & Unit Economics,Unit Pricing,Price Per Meter Calculator,price-per-meter,False
Prices & Unit Economics,Unit Pricing,Price Per Mg Calculator,price-per-mg,False
Prices & Unit Economics,Unit Pricing,Price Per Mg to Price Per Gram Calculator,price-per-mg-to-price-per-gram,False
Prices & Unit Economics,Unit Pricing,Price Per Mg to Price Per Kg Calculator,price-per-mg-to-price-per-kg,False
Prices & Unit Economics,Unit Pricing,Price Per Ounce Calculator,price-per-ounce,False
Prices & Unit Economics,Unit Pricing,Price Per Ounce to Price Per Gram Calculator,price-per-ounce-to-price-per-gram,False
Prices & Unit Economics,Unit Pricing,Price Per Ounce to Price Per Kg Calculator,price-per-ounce-to-price-per-kg,False
Prices & Unit Economics,Unit Pricing,Price Per Ounce to Price Per Lb Calculator,price-per-ounce-to-price-per-lb,False
Prices & Unit Economics,Unit Pricing,Price Per Percentage Calculator,price-per-percentage,False
Prices & Unit Economics,Unit Pricing,Price Per Performance Calculator,price-per-performance,False
Prices & Unit Economics,Unit Pricing,Price Per Piece Calculator,price-per-piece,False
Prices & Unit Economics,Unit Pricing,Price Per Pound Calculator,price-per-pound,False
Prices & Unit Economics,Unit Pricing,Price Per Quart Calculator,price-per-quart,False
Prices & Unit Economics,Unit Pricing,Price Per Screw Calculator,price-per-screw,False
Prices & Unit Economics,Unit Pricing,Price Per Sqm Calculator,price-per-sqm,False
Prices & Unit Economics,Unit Pricing,Price Per Unit Calculator,price-per-unit,False
Prices & Unit Economics,Unit Pricing,Price Per Yard Calculator,price-per-yard,False
Prices & Unit Economics,Unit Pricing,Price Per kg Calculator,price-per-kg,False
Prices & Unit Economics,Unit Pricing,Sales Per Hour Calculator,sales-per-hour,False
Prices & Unit Economics,Unit Pricing,Shipping Cost Per Pound Calculator,shipping-cost-per-pound,False
Prices & Unit Economics,Unit Pricing,Silver Cost Per Ounce Calculator,silver-cost-per-ounce,False
Prices & Unit Economics,Unit Pricing,Steel Cost Per Ton Calculator,steel-cost-per-ton,False
Prices & Unit Economics,Unit Pricing,Tips Per Hour Calculator,tips-per-hour,True
Prices & Unit Economics,Unit Pricing,Turkey Cost Per Pound Calculator,turkey-cost-per-pound,False
Prices & Unit Economics,Unit Pricing,Units Per Week Calculator,units-per-week,False
Real-Estate Investing,,1031 exchange capital-gains / boot estimator,1031-exchange-capital-gains-boot-estimator,False
Real-Estate Investing,,Airbnb/short-term vs long-term ROI,airbnb-short-term-vs-long-term-roi,False
Real-Estate Investing,,BRRRR analyzer (purchase → rehab → refi → rent),brrrr-analyzer-purchase-rehab-refi-rent,False
Real-Estate Investing,,Cash-out refi to recycle equity,cash-out-refi-to-recycle-equity,False
Real-Estate Investing,,Cost segregation benefit (high-level),cost-segregation-benefit-high-level,False
Real-Estate Investing,,DSCR & LTV qualification,dscr-and-ltv-qualification,False
Real-Estate Investing,,Depreciation (MACRS) schedule & recapture,depreciation-macrs-schedule-and-recapture,False
Real-Estate Investing,,"Fix-and-flip profit (ARV, rehab budget)",fix-and-flip-profit-arv-rehab-budget,False
Real-Estate Investing,,Landlord breakeven rent (expense coverage),landlord-breakeven-rent-expense-coverage,False
Real-Estate Investing,,"Net operating income (NOI), vacancy & expense ratios",net-operating-income-noi-vacancy-and-expense-ratios,False
Real-Estate Investing,,"Rental property cash flow & ROI (cap rate, cash-on-cash)",rental-property-cash-flow-and-roi-cap-rate-cash-on-cash,False
Real‑Estate Investing,Investor Math,Cash on Cash Return Calculator,cash-on-cash-return,False
Retirement,,401(k) save the max (match optimizer),401-k-save-the-max-match-optimizer,False
Retirement,,401(k)/403(b)/457(b) growth (employer match),401-k-403-b-457-b-growth-employer-match,False
Retirement,,"Annuity payout (SPIA/DIA; period-certain, life)",annuity-payout-spia-dia-period-certain-life,False
Retirement,,Early withdrawal penalty & taxes,early-withdrawal-penalty-and-taxes,False
Retirement,,Medicare IRMAA surcharge estimator,medicare-irmaa-surcharge-estimator,False
Retirement,,Net unrealized appreciation (NUA) decision helper,net-unrealized-appreciation-nua-decision-helper,False
Retirement,,Pension benefit (annuity vs lump sum),pension-benefit-annuity-vs-lump-sum,False
Retirement,,Qualified charitable distribution (QCD) impact,qualified-charitable-distribution-qcd-impact,False
Retirement,,Required Minimum Distribution (RMD) calculator,required-minimum-distribution-rmd-calculator,False
Retirement,,Retirement income (decumulation) analysis,retirement-income-decumulation-analysis,False
Retirement,,Retirement planner (goal-based accumulation),retirement-planner-goal-based-accumulation,False
Retirement,,Retirement savings analysis (gap to target),retirement-savings-analysis-gap-to-target,False
Retirement,,Roth 5-year rule timer,roth-5-year-rule-timer,False
Retirement,,Roth IRA & IRA growth,roth-ira-and-ira-growth,False
Retirement,,Roth conversion (marginal-bracket fill),roth-conversion-marginal-bracket-fill,False
Retirement,,Safe withdrawal rate (4%/guardrails; Monte-Carlo lite),safe-withdrawal-rate-4-guardrails-monte-carlo-lite,False
Retirement,,Social Security breakeven & claiming age,social-security-breakeven-and-claiming-age,False
Retirement,,Social Security estimator,social-security-estimator,False
Retirement,,Social Security spousal/survivor strategy estimator,social-security-spousal-survivor-strategy-estimator,False
Retirement,,Tax-efficient withdrawal order (taxable / tax-deferred / Roth),tax-efficient-withdrawal-order-taxable-tax-deferred-roth,False
Retirement,,Traditional vs Roth (tax breakeven),traditional-vs-roth-tax-breakeven,False
Retirement (U.S.),Planning & Withdrawals,3 Percent Rule Retirement Calculator,3-percent-rule-retirement,False
Retirement (U.S.),Planning & Withdrawals,7 Percent Rule Retirement Calculator,7-percent-rule-retirement,False
Retirement (U.S.),Planning & Withdrawals,Backwards Retirement Calculator,backwards-retirement,False
Retirement (U.S.),Planning & Withdrawals,Compound Annuity Calculator,compound-annuity,False
Retirement (U.S.),Planning & Withdrawals,Compound Retirement Calculator,compound-retirement,False
Retirement (U.S.),Planning & Withdrawals,Couple Retirement Calculator,couple-retirement,False
Retirement (U.S.),Planning & Withdrawals,Days To Retirement Calculator,days-to-retirement,False
Retirement (U.S.),Planning & Withdrawals,Drop Retirement Calculator,drop-retirement,False
Retirement (U.S.),Planning & Withdrawals,Inflation Adjusted Retirement Calculator,inflation-adjusted-retirement,False
Retirement (U.S.),Planning & Withdrawals,Net Retirement Income Calculator,net-retirement-income,False
Retirement (U.S.),Planning & Withdrawals,Ordinary Annuity Calculator,ordinary-annuity,False
Retirement (U.S.),Planning & Withdrawals,Present Value Of Growing Annuity Calculator,present-value-of-growing-annuity,False
Retirement (U.S.),Planning & Withdrawals,Retirement Bucket Calculator,retirement-bucket,False
Retirement (U.S.),Planning & Withdrawals,Retirement Burn Rate Calculator,retirement-burn-rate,False
Retirement (U.S.),Planning & Withdrawals,Retirement Decumulation Calculator,retirement-decumulation,False
Retirement (U.S.),Planning & Withdrawals,Retirement Distribution Calculator,retirement-distribution,False
Retirement (U.S.),Planning & Withdrawals,Retirement Nest Egg Calculator,retirement-nest-egg,False
Retirement (U.S.),Planning & Withdrawals,Retirement Probability Of Success Calculator,retirement-probability-of-success,False
Retirement (U.S.),Planning & Withdrawals,Retirement Ratio Calculator,retirement-ratio,False
Retirement (U.S.),Planning & Withdrawals,Retirement Years Calculator,retirement-years,False
Retirement (U.S.),Planning & Withdrawals,Teacher Retirement Calculator,teacher-retirement,False
Small Business & Accounting,,Absentee Payroll Calculator,absentee-payroll,False
Small Business & Accounting,,Accounting Ratio Calculator,accounting-ratio,False
Small Business & Accounting,,Adjusted Gearing Ratio Calculator,adjusted-gearing-ratio,False
Small Business & Accounting,,Allocation Ratio Calculator,allocation-ratio,False
Small Business & Accounting,,Anticipation Ratio Calculator,anticipation-ratio,False
Small Business & Accounting,,Applied Overhead Calculator,applied-overhead,False
Small Business & Accounting,,Asset Maintenance Ratio Calculator,asset-maintenance-ratio,False
Small Business & Accounting,,Asset Quality Ratio Calculator,asset-quality-ratio,False
Small Business & Accounting,,Asset Turnover Ratio Calculator,asset-turnover-ratio,False
Small Business & Accounting,,Attachment Ratio Calculator,attachment-ratio,False
Small Business & Accounting,,Attritional Loss Ratio Calculator,attritional-loss-ratio,False
Small Business & Accounting,,Audit Ratio Calculator,audit-ratio,False
Small Business & Accounting,,Back-End Ratio Calculator,back-end-ratio,False
Small Business & Accounting,,Backlog Ratio Calculator,backlog-ratio,False
Small Business & Accounting,,Balance-sheet & income-statement analysis (ratios),balance-sheet-and-income-statement-analysis-ratios,False
Small Business & Accounting,,Bias Ratio Calculator,bias-ratio,False
Small Business & Accounting,,Bid To Cover Ratio Calculator,bid-to-cover-ratio,False
Small Business & Accounting,,Break-even analysis (units & dollars),break-even-analysis-units-and-dollars,False
Small Business & Accounting,,Building Allocation Ratio Calculator,building-allocation-ratio,False
Small Business & Accounting,,Business forecast / growth projections,business-forecast-growth-projections,False
Small Business & Accounting,,Business line of credit (LOC) interest/cost,business-line-of-credit-loc-interest-cost,False
Small Business & Accounting,,CAC payback period (SaaS),cac-payback-period-saas,False
Small Business & Accounting,,Cape Ratio Calculator,cape-ratio,False
Small Business & Accounting,,Capital Adequacy Ratio Calculator,capital-adequacy-ratio,False
Small Business & Accounting,,Capital Labor Ratio Calculator,capital-labor-ratio,False
Small Business & Accounting,,Cash Coverage Ratio Calculator,cash-coverage-ratio,False
Small Business & Accounting,,Cash Deposit Ratio Calculator,cash-deposit-ratio,False
Small Business & Accounting,,Cash Ratio Calculator,cash-ratio,False
Small Business & Accounting,,Cash runway (burn rate),cash-runway-burn-rate,False
Small Business & Accounting,,Cash‑Flow to Price Ratio Calculator,cash-flow-to-price-ratio,False
Small Business & Accounting,,Cbr Ratio Calculator,cbr-ratio,False
Small Business & Accounting,,Cd Ratio Calculator,cd-ratio,False
Small Business & Accounting,,Change in Net Working Capital Calculator,change-in-net-working-capital,False
Small Business & Accounting,,Chargeback Threshold Ratio Calculator,chargeback-threshold-ratio,False
Small Business & Accounting,,Click To Reach Ratio Calculator,click-to-reach-ratio,False
Small Business & Accounting,,Collateral Coverage Ratio Calculator,collateral-coverage-ratio,False
Small Business & Accounting,,Column Ratio Calculator,column-ratio,False
